rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,train,outcome,gender
4,1,B,34.12297826,-0.052336259,3.936817086,7.351044686,FALSE,FALSE,1.581756454,14.3566,1.2772,13.3388,0.0664,31.37547536,1.099424808,2.555097875,3.698545358,13.232,1.757,FALSE,F,0.496304233,FALSE,5842,1,UE,womens
7,1,B,30.95306031,-0.166647214,0.104841097,7.776808094,FALSE,FALSE,0.263882171,12.6234,0.5902,12.3766,0.4968,33.28979839,0.889214357,3.286398558,3.451269139,15.0476,1.8978,FALSE,B,0.540092004,TRUE,5392,1,UE,womens
4,2,F,34.60066117,0.456278135,0.020660678,4.200898114,FALSE,FALSE,1.079537753,12.5112,2.4228,12.4536,1.3448,20.62296914,1.161898258,3.146007834,2.946895982,12.3656,2.4212,FALSE,B,0.684409857,FALSE,2914,1,W,womens
15,1,B,35.05942439,1.301428554,0.564549187,1.118537975,FALSE,TRUE,1.594899332,13.6086,1.162,13.6264,0.4328,26.01759345,1.236333269,2.178158075,3.864731117,13.0686,0.2622,FALSE,F,0.600494504,TRUE,2006,1,UE,womens
8,2,B,19.84047639,0.346364825,0.86533947,5.711106534,FALSE,FALSE,2.084899432,4.5828,0.757,6.667,0.811,31.27223033,0.989284411,2.853689377,7.796932268,15.2956,0.1096,FALSE,V,0.577581659,FALSE,628,1,W,womens
10,2,B,29.94444743,-0.161169095,3.515221581,8.810246287,FALSE,FALSE,1.251544486,13.8226,2.723,12.8752,1.9052,29.23615084,1.323328918,1.477796467,1.69925968,14.5306,3.1108,FALSE,B,0.596127361,FALSE,1284,1,UE,womens
3,2,F,32.45712325,0.646652113,0.131370989,4.739820519,FALSE,FALSE,2.326873628,14.2266,0.0626,12.3924,1.3692,25.57214547,2.502479768,2.28520038,1.230813711,13.4238,5.2704,FALSE,B,0.653183202,TRUE,4049,1,W,womens
3,1,F,32.51389856,0.428616995,0.86444146,4.105581629,FALSE,FALSE,1.515424825,10.0576,2.3214,11.2378,1.3708,18.1968622,1.706067331,3.740413518,4.26957177,11.6148,4.8478,FALSE,B,0.773451443,TRUE,1071,1,W,womens
11,1,B,24.74713434,-0.380676188,3.702440291,8.506094474,FALSE,FALSE,2.997530537,13.188,3.1364,12.4396,0.2338,32.31223728,0.4184566,1.661421306,5.663759875,13.7114,0.6462,FALSE,B,0.526602071,TRUE,4145,1,UE,womens
5,1,B,21.68738822,1.086951715,0.137877888,3.083993036,TRUE,FALSE,2.549238482,12.347,3.8954,13.1048,1.4614,31.83724978,0.159337719,1.97792511,6.41996475,12.521,3.1412,FALSE,B,0.468314951,TRUE,107,1,FE,womens
6,1,F,32.4351297,-0.134175712,1.797900462,7.417217468,FALSE,FALSE,3.001630663,13.4708,1.068,13.6578,1.9278,33.37128902,0.446671711,2.092000453,3.577161799,13.528,0.9476,FALSE,B,0.470386927,FALSE,4890,1,UE,womens
6,1,F,30.1432446,-0.240903671,3.074723158,8.652014301,FALSE,FALSE,0.440455219,14.4484,0.9214,14.2916,1.333,38.10051879,0.58081636,3.988355053,1.721090192,12.8146,1.6908,FALSE,F,0.381174672,FALSE,2403,1,UE,womens
3,1,F,33.83353541,1.252243956,0.034291162,1.96750284,FALSE,FALSE,1.874632903,13.1256,2.3426,11.8932,0.93,30.55060507,1.015314133,2.006590089,3.659200193,12.8862,2.806,FALSE,F,0.494694177,TRUE,2939,1,W,womens
5,1,F,36.66318062,1.033273227,0.393378315,1.004281072,FALSE,FALSE,1.630926142,13.0746,1.8168,13.9684,0.4526,27.83740222,0.880954136,3.855934493,5.795507385,15.093,2.8254,FALSE,B,0.637461738,TRUE,788,1,W,womens
8,1,B,36.46952271,0.703855657,2.111508864,0.289681923,FALSE,TRUE,0.68742313,12.809,0.5218,12.489,0.0866,34.42784281,0.660985522,3.426923445,3.901523383,15.2076,1.3022,TRUE,F,0.522925963,FALSE,1517,1,UE,womens
9,1,F,26.64039562,3.27966493,3.436952558,2.708920273,FALSE,TRUE,1.602739767,14.067,0.533,12.938,0.6046,33.38057578,0.992517055,3.501483966,0.301065341,13.978,2.4544,TRUE,F,0.482018565,TRUE,4997,1,FE,womens
9,1,F,25.75319921,4.123917931,2.868104041,1.846479376,FALSE,FALSE,1.434434258,15.7114,1.5166,14.3044,1.2374,30.41581769,1.47524597,3.866817434,0.077805267,13.1452,0.8668,FALSE,B,0.495569142,TRUE,4441,1,FE,womens
8,1,B,18.91284408,1.57159694,0.741685443,0.55880338,TRUE,TRUE,0.889339013,4.4896,0.7206,5.0758,0.0518,31.27975666,0.996718909,2.178848428,7.66491632,12.617,0.6448,FALSE,V,0.467588598,FALSE,4129,1,FE,womens
3,2,F,28.90686974,1.851568274,1.326792402,2.759108801,TRUE,FALSE,2.205908158,13.7246,0.0052,11.8092,1.0994,28.66712613,0.775008122,2.410646508,3.739493048,11.6854,2.9162,FALSE,B,0.453462788,TRUE,555,1,UE,womens
5,1,F,33.79938289,0.444872664,2.298804189,5.402844326,FALSE,FALSE,4.042598694,10.0948,1.0182,12.6652,2.102,14.11777809,1.552892123,1.739983775,4.444664104,8.5622,3.686,FALSE,B,0.690707171,TRUE,1724,1,W,womens
8,2,B,34.88293342,-0.087899362,3.988133262,7.291147614,FALSE,FALSE,1.802666314,14.6246,2.3014,14.6656,0.4992,36.32318243,0.664771014,2.019261205,1.889466698,12.9602,1.593,FALSE,B,0.400526342,FALSE,4927,1,UE,womens
3,1,F,29.35161705,0.378895254,0.695592562,3.836950253,FALSE,FALSE,1.916892496,9.96,1.4904,11.712,0.7126,24.11834031,0.413880302,2.579344777,8.148878419,14.735,2.4314,FALSE,B,0.759471105,TRUE,3482,1,W,womens
15,1,B,31.82510709,1.248518488,0.814414975,0.200665648,FALSE,TRUE,1.978223375,12.466,3.5964,13.1324,1.7338,30.19127385,0.430202287,1.701136814,6.084262441,12.514,3.0168,FALSE,B,0.492706266,TRUE,4617,1,FE,womens
4,1,F,21.68955616,3.325352458,3.841412501,0.267801328,FALSE,FALSE,1.855820616,15.6114,0.2992,13.8004,0.7046,32.22781048,0.915444338,3.226590639,0.170672337,12.3456,0.9708,FALSE,B,0.416953969,FALSE,3843,1,UE,womens
4,1,F,31.02647489,1.293699604,0.725750339,1.27126758,TRUE,FALSE,2.549310715,12.6448,0.3508,12.3284,2.1788,29.11607216,0.215454399,2.23315672,5.761201484,12.6822,2.5798,FALSE,B,0.47971136,FALSE,602,1,UE,womens
5,1,F,29.47822094,0.630247443,1.14119221,3.953630085,FALSE,FALSE,2.730435137,4.8464,0.3046,7.5716,0.4736,19.92507826,2.112103173,3.448986082,7.534498034,13.9078,2.8832,TRUE,V,0.951028721,TRUE,2037,1,W,womens
3,1,F,31.19029583,1.616173169,0.057002163,0.713583312,FALSE,TRUE,0.723280748,12.8696,1.4328,12.2916,0.998,32.41906814,0.788543142,4.03709685,2.56202034,13.3374,2.6902,FALSE,B,0.477918904,TRUE,2069,1,UE,womens
11,2,F,25.13882883,0.655704354,0.631841381,2.873768398,FALSE,FALSE,2.342549517,5.6028,1.2774,7.2696,0.3686,30.24823138,1.098067788,2.011370012,6.568281879,14.1386,2.0346,FALSE,V,0.537340534,TRUE,2394,1,W,womens
7,1,B,28.80543558,-0.061682154,0.480758139,6.773718667,FALSE,FALSE,0.590776878,13.398,2.1748,13.2116,1.6142,33.12224745,0.915046391,1.219444483,0.090661693,13.004,1.805,FALSE,B,0.444221717,TRUE,2569,1,FE,womens
3,1,F,35.30783935,0.80794247,0.232866747,1.580188247,TRUE,FALSE,0.666139475,12.9476,0.8456,12.3194,0.624,33.52070479,0.519527187,3.616858558,4.958370734,13.4852,3.3526,FALSE,F,0.46929822,TRUE,194,1,UE,womens
4,2,F,31.89491091,1.099987369,0.082921298,0.157812249,TRUE,FALSE,0.35720963,11.6898,0.9984,11.8154,0.664,28.92405147,0.497847653,2.576465458,4.768120139,13.2762,0.819,FALSE,B,0.540427496,FALSE,3719,1,UE,womens
3,1,B,33.26407999,0.720582732,0.939132735,2.257821127,FALSE,FALSE,2.984461211,13.5998,0.4396,11.0044,1.0338,27.45153252,0.90020649,2.142546253,1.70682963,11.4214,4.9202,FALSE,F,0.460549039,TRUE,3874,1,W,womens
3,1,B,30.62898608,0.993299373,2.433526222,0.637134109,FALSE,FALSE,1.208585851,11.8696,1.9932,11.6422,0.8062,30.62569548,0.68188763,2.053166028,4.422428609,13.5528,2.1384,FALSE,B,0.527813571,TRUE,2540,1,UE,womens
3,1,B,32.8965573,0.687201186,2.288039496,2.945332536,FALSE,FALSE,2.492944364,12.678,1.6702,11.6886,0.618,29.01891351,0.959429232,1.590276072,4.453917329,13.4376,3.5606,FALSE,B,0.568910042,TRUE,5035,1,UE,womens
3,1,F,33.38819578,0.474038305,1.194530413,2.907919457,FALSE,FALSE,0.99114225,12.353,0.1242,11.9444,1.0272,24.9758095,1.225616068,3.999334557,2.485716444,14.3784,5.324,FALSE,F,0.749416818,TRUE,5388,1,UE,womens
5,2,F,36.18982474,0.723708513,1.658091964,2.040936621,FALSE,FALSE,2.93108816,11.3728,3.3564,12.4886,0.646,24.39165948,2.636511017,2.39975373,3.760833505,15.8962,2.4374,FALSE,B,0.839959893,TRUE,3543,1,W,womens
6,1,F,33.24930437,0.40165304,0.220108723,3.844555891,FALSE,FALSE,0.962158428,11.3406,0.6958,12.2878,0.8648,24.24418403,0.354040098,3.092988683,6.968450441,13.272,2.5684,FALSE,B,0.639853552,FALSE,6039,1,W,womens
3,1,B,33.83267881,1.064852946,1.26544547,0.724801332,FALSE,TRUE,1.450917847,10.973,0.3246,11.5938,0.9868,22.4797025,0.983994387,2.991765148,5.498658403,13.22,2.5024,FALSE,B,0.688212398,TRUE,4582,1,UE,womens
6,2,F,29.84894556,0.384408076,2.281751852,6.009727478,FALSE,FALSE,1.062273505,13.6672,1.6788,13.6152,0.6178,36.13420364,0.449207668,2.703694937,4.620808098,13.3626,1.6974,FALSE,F,0.436762211,FALSE,5653,1,W,womens
6,1,F,15.20133372,-0.817639461,3.681619386,11.69741764,FALSE,FALSE,4.267473829,12.901,5.029,13.8088,0.8592,31.76975788,0.200060002,1.208633965,7.07290575,12.8436,3.14,FALSE,F,0.499660889,FALSE,3013,1,FE,womens
4,1,F,32.20216781,0.641170104,3.263403066,3.682078217,FALSE,FALSE,1.598573414,13.9498,1.5646,14.0758,0.029,36.68417896,0.538241143,2.53797177,3.503999418,11.7548,0.5854,TRUE,F,0.364584738,FALSE,4206,1,FE,womens
12,1,F,27.30786095,1.400340608,1.603807084,3.716922416,FALSE,FALSE,2.838850711,14.6616,0.3074,15.0722,3.1164,31.78156321,1.030998743,3.787900618,0.320779769,12.5796,1.5496,TRUE,F,0.476430864,FALSE,2665,1,UE,womens
11,1,F,30.90299013,1.739368795,0.555371689,1.562991318,FALSE,TRUE,2.673979095,13.5216,2.7132,12.388,0.2914,30.82193505,1.850903776,1.303851343,1.777294733,14.7534,3.069,FALSE,F,0.60921707,TRUE,3820,1,UE,womens
4,1,F,30.80761492,-0.138965358,1.930475059,7.041253543,FALSE,FALSE,3.465826106,13.1072,2.505,12.375,0.8826,21.47548829,0.478496691,1.068810558,1.489177223,8.8724,2.256,FALSE,U,0.4466889,FALSE,1334,1,FE,womens
3,2,B,27.81042108,0.761628331,0.218167888,3.612440389,TRUE,FALSE,2.20412966,13.517,2.1312,11.5104,1.2192,32.01076457,0.795867534,2.171652442,1.756764436,11.1716,4.0618,FALSE,B,0.411551862,TRUE,4663,1,FE,womens
3,2,B,20.50539865,1.637092078,0.372407077,2.531999552,TRUE,FALSE,3.916947878,12.9894,2.4974,11.2696,1.0218,29.47405373,0.172901216,0.619215495,6.442012934,11.4764,3.7568,FALSE,F,0.447090631,TRUE,6009,1,FE,womens
3,1,B,29.76797501,1.116597206,0.087202551,2.286702354,TRUE,FALSE,2.373309461,13.373,0.1092,11.2004,0.846,27.89654122,1.22989008,3.062815528,1.559854861,13.4294,2.8912,FALSE,B,0.555276724,TRUE,4033,1,UE,womens
5,1,F,32.86052342,1.160267484,1.403392603,0.760023845,FALSE,TRUE,1.737894358,13.092,1.835,12.2164,0.3338,33.36982388,1.155107805,1.721557346,1.388055971,13.7436,2.0936,FALSE,F,0.485005949,TRUE,864,1,UE,womens
8,2,B,14.32081852,0.517862862,1.671668132,7.567623161,FALSE,FALSE,0.468246516,4.7606,1.684,4.7672,2.1522,24.52556051,1.300940002,1.600004725,7.524631778,13.2742,0.5092,TRUE,V,0.665839083,FALSE,1677,1,W,womens
3,1,B,33.20146248,0.908655061,0.163970937,2.200493813,FALSE,FALSE,2.413530932,12.4626,0.877,10.896,0.959,26.00509963,0.568386256,1.29057732,5.025827147,11.95,5.2222,FALSE,F,0.522435589,TRUE,1601,1,W,womens
6,1,B,30.16474437,0.681979841,1.053586027,1.586886462,FALSE,FALSE,4.014920756,12.9506,3.0606,13.8928,0.8422,38.72844036,0.311972021,1.931739454,4.247958033,9.3762,2.0418,TRUE,B,0.35372806,FALSE,3856,1,W,womens
6,2,F,28.091262,0.135757363,0.255905038,4.631696141,FALSE,FALSE,3.923265522,9.2826,2.3986,12.5246,0.1892,22.13404311,0.623165449,2.096660785,6.406477937,13.9082,2.7924,FALSE,F,0.851008326,FALSE,2949,1,W,womens
7,2,F,38.98070758,0.193797457,0.459015074,3.954949943,FALSE,FALSE,2.846489557,12.7708,3.542,13.3742,0.7602,29.5495835,0.697916749,1.509373479,5.030074707,13.1798,3.1044,FALSE,F,0.529220595,TRUE,2476,1,W,womens
20,2,F,20.57390942,1.25825977,3.514166202,4.772885794,FALSE,TRUE,1.165678927,5.0316,0.6138,4.6936,0.5018,30.5332077,0.253103912,2.065863065,6.812879967,11.0156,2.2044,FALSE,V,0.406592705,FALSE,2745,1,FE,womens
18,2,F,34.36769696,-0.444087792,0.649362952,8.478613099,TRUE,FALSE,5.358167956,13.7576,2.2612,12.9516,3.036,29.20091458,0.433411395,0.575860681,3.668154638,13.3288,2.793,FALSE,B,0.524766902,FALSE,5348,1,FE,womens
3,2,F,22.80423523,1.108963911,0.543603192,5.476645663,TRUE,FALSE,1.742157421,12.75,0.1674,11.5332,1.4142,31.13393697,0.206087081,2.31373068,5.335149191,11.3906,3.9898,FALSE,B,0.415136337,TRUE,5524,1,UE,womens
4,1,V,21.50245876,3.139185987,1.940183082,1.947442407,FALSE,FALSE,5.537830889,15.121,1.1248,14.3724,4.3622,31.41125256,0.135559325,2.550256918,5.914129301,7.7958,1.0832,FALSE,B,0.257273436,FALSE,2085,1,FE,womens
5,1,B,35.03227971,-0.238183071,0.52633196,6.777569276,TRUE,FALSE,1.860024699,13.5512,1.7842,13.1304,0.0276,33.21321521,0.68866184,1.689281457,3.269909711,12.5148,0.2642,FALSE,F,0.436098555,TRUE,1536,1,UE,womens
5,1,B,25.95534182,0.569580221,1.33123278,0.558371536,FALSE,FALSE,4.207652543,5.909,4.5662,6.1724,0.3668,20.30986627,0.507290534,0.000164319,8.754792353,13.9198,2.4728,FALSE,B,0.957516119,TRUE,1262,1,W,womens
9,1,B,20.55997912,0.881725921,0.682464204,4.458558584,FALSE,FALSE,8.34731921,7.3628,2.8566,13.5426,2.7548,14.00303033,0.967704874,2.091281096,7.226719658,5.7986,1.9006,TRUE,B,0.528390577,TRUE,4858,1,W,womens
6,1,B,30.17919028,0.341727746,1.198115084,2.916370561,FALSE,FALSE,5.758251241,7.3752,0.1714,12.7862,2.1408,10.68979198,0.785322326,3.39057626,6.051964517,3.8976,0.6886,FALSE,B,0.381871379,FALSE,5563,1,W,womens
4,1,B,34.27002586,1.545448629,1.144878429,2.279266052,FALSE,TRUE,5.076526955,15.2436,3.1358,13.8392,1.7426,30.88604289,0.955288931,0.266694664,2.336881512,13.0924,1.8922,FALSE,F,0.485453422,FALSE,1108,1,FE,womens
5,1,B,30.97772605,-0.049938926,1.586670891,6.44910555,FALSE,FALSE,1.622572427,12.9514,2.64,13.3502,1.0672,32.93244346,0.822716887,1.789913638,3.232717583,14.0592,2.2136,FALSE,U,0.524825907,TRUE,1873,1,UE,womens
8,1,F,22.93511662,1.594097507,3.768651437,6.965771346,TRUE,FALSE,3.338231448,13.6976,2.1064,13.439,1.2218,32.47272944,0.253784474,1.024036295,4.350234883,13.4504,2.295,FALSE,B,0.465791671,FALSE,5160,1,FE,womens
7,2,B,33.64091185,0.542418833,0.62414943,0.836914012,FALSE,FALSE,2.214731424,12.8898,3.6304,13.2816,1.4506,33.84498823,0.639629126,1.06567466,2.671539495,12.8162,3.7554,FALSE,B,0.460433972,TRUE,5703,1,W,womens
15,2,U,31.08199802,0.174662999,0.897244576,8.171643009,FALSE,FALSE,4.651569198,6.524,1.0192,11.138,0.4292,19.7713925,3.3225301,0.225457377,1.463658952,13.575,3.3238,FALSE,V,0.25548088,TRUE,5222,1,W,womens
9,1,B,36.40522571,0.402047447,0.340448091,3.561667469,FALSE,FALSE,1.412647628,12.3606,1.656,13.7362,1.9774,29.77456912,0.615391944,1.830014015,5.110157904,13.4794,0.5858,TRUE,F,0.544466517,TRUE,382,1,W,womens
5,1,F,19.47295539,0.030388345,0.808043549,5.848818035,FALSE,FALSE,2.677085617,4.5516,2.0986,6.7578,0.5822,22.93541618,0.605724615,1.158691946,7.601398987,13.6754,1.6936,TRUE,V,0.701053227,TRUE,4845,1,W,womens
5,2,B,34.4375978,0.140640341,0.439158606,4.21513604,FALSE,FALSE,0.2158253,13.159,1.9898,13.352,2.0864,34.90927596,0.174227492,1.42623895,5.037629645,12.928,0.7852,TRUE,F,0.423437382,TRUE,430,1,W,womens
10,2,F,39.64007217,0.373664251,0.929552553,4.320803293,FALSE,FALSE,2.826390808,9.9792,1.7144,12.7802,1.3364,17.39861246,2.387311144,3.836321377,6.814933741,13.4346,2.8426,FALSE,B,1.076810408,FALSE,6091,1,W,womens
15,1,B,33.44476242,-0.227087423,1.660454231,6.748082972,FALSE,FALSE,0.07161955,12.9612,1.4612,13.0018,1.4022,34.614007,0.403232946,2.788467908,3.385161792,12.8246,2.2388,FALSE,B,0.428557997,TRUE,2287,1,UE,womens
12,1,B,26.98147749,0.394292632,0.625130739,2.338770458,FALSE,FALSE,6.497111657,6.9312,1.143,13.2744,2.5488,12.48453101,1.197028901,2.792846637,6.601163884,6.0102,1.6068,FALSE,B,0.59270405,FALSE,4937,1,W,womens
6,1,F,35.93198309,0.420906782,0.238462412,2.139050566,FALSE,FALSE,2.87276047,13.1228,3.3964,12.8814,0.5338,30.83427843,1.299711188,0.952624335,3.168690585,13.5964,3.0288,FALSE,F,0.540306896,FALSE,1252,1,W,womens
3,1,F,34.79081586,0.13326303,0.091091715,4.966429081,FALSE,FALSE,2.361207733,10.5198,3.3816,10.8938,1.0502,22.22766501,0.838753714,1.13192554,5.889582205,12.578,3.85,FALSE,B,0.695548592,TRUE,3615,1,W,womens
10,2,B,31.30225437,-0.181018369,1.097304983,7.078653828,FALSE,FALSE,5.717600283,10.9706,0.996,12.5698,4.4934,27.73175548,0.765308726,3.21357945,4.528994924,14.7976,2.1408,TRUE,B,0.677458947,FALSE,3377,1,UE,womens
3,1,F,39.33069508,0.52412298,0.636781683,3.708031789,FALSE,FALSE,1.112741929,10.5216,1.817,11.2098,0.9426,18.09532221,2.496430866,2.258848524,3.465176329,12.2698,5.0904,FALSE,F,0.886614864,TRUE,2041,1,W,womens
3,1,B,22.71299353,1.866363147,1.34067269,2.766388408,TRUE,FALSE,4.307898908,13.5692,2.1736,11.0554,1.3248,28.95495916,0.612204716,0.501150106,2.689233053,12.6596,4.0372,FALSE,F,0.493847924,TRUE,3525,1,FE,womens
3,1,F,32.01780459,-0.108725414,1.878670521,7.727134389,FALSE,FALSE,1.502615387,12.9346,0.5332,11.7588,1.4688,28.07434525,0.549786566,2.983992261,3.898115975,12.496,3.6168,FALSE,B,0.500313692,TRUE,3539,1,UE,womens
4,1,F,31.63919067,2.477697026,1.542131638,1.480570817,FALSE,TRUE,3.371634488,14.861,2.7178,14.1764,0.5836,31.25747009,0.356794479,1.215178211,4.24993988,11.7808,0.5514,FALSE,B,0.420849551,FALSE,1820,1,UE,womens
3,2,F,27.77559378,-0.071846984,0.867087358,8.326988096,FALSE,FALSE,1.45972333,13.5782,0.885,12.133,1.0904,33.74186296,0.755872103,3.592096267,4.005354852,14.7302,2.4962,FALSE,F,0.509968915,TRUE,3650,1,UE,womens
15,1,B,35.49003235,-0.087019068,0.440318802,6.297854537,TRUE,FALSE,2.613721653,12.8288,2.956,13.507,0.4318,32.75508314,0.921695088,1.418163443,3.41154336,14.5276,2.5734,FALSE,B,0.536904595,TRUE,5193,1,UE,womens
3,1,F,38.13572098,0.401832055,0.255756098,4.263628527,FALSE,FALSE,6.57896919,4.8078,1.8778,11.368,1.3812,17.4357039,2.756322643,2.324201781,8.107808962,14.0118,6.2768,FALSE,F,1.440130938,TRUE,6014,1,W,womens
4,2,F,33.57235817,-0.129990312,3.083332661,9.012523563,FALSE,FALSE,1.351217555,13.539,3.2674,13.3668,1.9272,18.04659941,4.652318729,3.754895297,4.623475489,14.1512,4.7582,FALSE,B,1.179078327,FALSE,357,1,UE,womens
7,2,F,25.49191036,-0.033185048,0.681284045,6.436126017,FALSE,FALSE,3.432090966,10.183,2.3608,12.7828,0.1202,24.25878869,0.710055952,1.755470432,4.068133579,13.472,2.9766,FALSE,F,0.699829158,TRUE,1454,1,UE,womens
14,1,F,37.17337448,0.789857695,0.252817108,2.197885301,FALSE,FALSE,1.857057597,12.3174,0.982,13.2028,0.6504,25.58242556,1.117777912,3.131397917,4.635234133,13.9356,2.1114,TRUE,F,0.658645881,FALSE,445,1,W,womens
14,1,F,23.11343433,2.446210358,4.065420101,3.255685518,FALSE,FALSE,2.407177335,14.6674,1.316,14.5518,1.0884,34.27501402,0.379722248,2.082325016,2.800414434,12.7806,0.5224,FALSE,B,0.420657198,FALSE,4593,1,UE,womens
5,1,B,35.82434832,-0.069487428,0.579553186,5.729069217,TRUE,FALSE,3.13841836,13.2732,3.7574,13.7678,0.6582,33.7822616,0.861230274,1.097632075,3.921569302,13.8948,4.0408,FALSE,F,0.504634405,TRUE,41,1,UE,womens
3,1,B,23.48676818,0.579840745,0.242260441,4.362957588,TRUE,FALSE,1.444232807,9.9614,0.3002,11.3008,0.8404,27.31877978,0.037566042,1.97731732,8.094878832,14.4516,5.7448,FALSE,F,0.649739879,TRUE,5655,1,UE,womens
18,2,F,24.50043982,0.183405194,0.512620505,4.540490057,FALSE,FALSE,7.378897817,7.0998,2.5614,13.4156,1.2542,16.83948336,1.151454039,1.457341147,7.473962607,13.3946,1.0682,FALSE,B,1.034674873,FALSE,4575,1,W,womens
7,1,B,12.59639953,1.350145093,2.349430407,6.546450081,FALSE,FALSE,1.714362027,5.3452,1.5898,6.8102,0.6994,31.49262875,1.10287524,1.084693995,6.937991358,14.3702,2.8416,TRUE,V,0.538156505,TRUE,1847,1,W,womens
16,2,B,34.28080966,0.167258125,0.411249997,4.382472164,FALSE,FALSE,1.693394331,13.3196,0.379,12.7452,1.214,32.38503241,0.932055996,3.527108539,2.53893145,14.8864,2.3846,TRUE,B,0.553372569,FALSE,3007,1,W,womens
10,2,F,28.4701003,0.904567601,1.663626888,2.944314524,FALSE,FALSE,3.748997573,13.2306,2.685,13.3948,1.0604,30.29217049,0.309604089,0.994811984,5.30769534,12.7042,0.654,FALSE,B,0.493591355,FALSE,5583,1,UE,womens
4,1,B,33.26755806,0.027709586,0.378150552,5.754783181,FALSE,FALSE,3.644876541,12.796,0.3654,12.502,3.9984,30.20052351,0.894860561,3.482907529,3.34262958,13.6382,1.2954,FALSE,B,0.535801169,FALSE,3915,1,W,womens
3,1,B,32.74940774,1.140773921,3.01490746,2.777850688,TRUE,FALSE,1.424174217,11.9852,2.8544,11.804,1.4418,26.23992837,0.341230535,1.805084315,7.331648826,12.9444,2.3702,FALSE,F,0.592348043,TRUE,2830,1,UE,womens
3,1,F,27.84928708,1.356178414,1.295110686,1.024795099,FALSE,FALSE,0.872297128,10.7242,1.9968,11.392,1.4356,25.91740454,1.416763619,2.719639118,5.43667743,13.4962,5.7392,FALSE,F,0.727563623,TRUE,2029,1,W,womens
12,2,U,29.30513302,0.515066089,2.418560181,6.361947494,FALSE,FALSE,8.494376347,3.5146,2.3672,10.746,2.0894,15.77893846,3.391637544,0.35562401,1.292117418,13.9146,3.1056,FALSE,V,0.33874839,FALSE,3113,1,W,womens
6,2,B,20.55666941,0.577417145,0.394060807,1.965941997,TRUE,FALSE,2.868820036,6.735,0.7906,8.8508,1.1468,28.37177543,0.866455304,2.634429606,5.796119867,13.201,3.6716,TRUE,V,0.550631779,FALSE,6073,1,UE,womens
4,2,B,28.31899576,1.073568204,0.528031835,4.349740852,TRUE,FALSE,4.1834532,14.1558,1.3618,13.412,2.755,31.07914085,0.412759294,1.303744854,4.45690187,12.3344,3.9208,FALSE,F,0.432643228,FALSE,6031,1,UE,womens
8,1,B,34.58650018,-0.217576609,0.613256469,6.843532792,FALSE,FALSE,2.088953853,13.2676,3.206,13.4024,1.1214,31.69630225,0.651426591,1.396295045,3.093977299,13.0014,2.6016,FALSE,B,0.479565399,FALSE,5314,1,UE,womens
3,1,B,29.51862375,-0.039389954,3.026966763,6.773205281,FALSE,FALSE,2.433755896,11.4196,1.208,11.3446,1.2246,26.97284725,0.091347896,1.160834681,7.81200224,12.4336,4.239,FALSE,F,0.535994894,TRUE,3633,1,UE,womens
16,1,B,36.96327556,0.210375805,0.012780186,2.970705059,FALSE,FALSE,0.912429767,13.3544,1.4988,13.4462,0.591,32.51360275,0.173526885,1.666250381,5.827983066,13.0942,1.3474,TRUE,F,0.454131552,FALSE,718,1,W,womens
3,1,F,33.35455075,0.247706936,2.220663836,5.906035544,FALSE,FALSE,3.339130839,8.7614,3.286,11.184,0.988,19.19489048,0.829126829,2.371256905,7.981369373,12.042,5.4596,FALSE,F,0.830280105,TRUE,3371,1,W,womens
3,1,F,35.43355662,0.342703039,0.924003326,3.748632872,FALSE,FALSE,3.552736872,7.523,1.57,11.0632,1.2718,16.26543017,1.303292521,3.505976841,6.840798518,12.7222,1.522,FALSE,F,0.9926335,TRUE,1142,1,W,womens
3,1,B,24.63979113,-0.212422271,1.597144094,5.957648809,FALSE,FALSE,0.556752189,10.7124,1.68,11.268,1.7158,23.45531811,0.147736475,3.820712944,7.676256688,12.2034,4.3728,FALSE,B,0.612742257,TRUE,2047,1,UE,womens
22,2,F,36.08018595,0.612102391,1.628472959,3.169177453,FALSE,FALSE,3.094311587,10.9762,3.2236,12.0788,0.3324,17.44077029,4.175488506,1.292677979,4.67115851,15.5448,3.1756,TRUE,F,1.304832277,FALSE,1591,1,W,womens
4,1,F,36.55462927,0.233003335,2.306949943,6.286313522,FALSE,FALSE,0.690970332,15.0672,2.236,14.936,1.5576,30.198286,0.385635751,3.36384904,4.197962234,10.182,1.5512,FALSE,F,0.365127563,FALSE,3802,1,W,womens
3,1,F,41.65630254,0.327506581,0.910816759,3.993820357,FALSE,FALSE,1.545223155,9.7078,2.2874,10.7064,1.1082,16.60413198,4.393985432,1.186531272,3.788564198,12.2022,3.252,FALSE,B,1.098438112,TRUE,1436,1,W,womens
5,1,B,31.33508546,0.691820889,1.493964349,0.220644124,FALSE,TRUE,2.68447466,10.1548,1.9168,12.3746,0.4072,21.89584455,0.642056535,2.546537517,5.08759882,13.7492,3.1774,FALSE,B,0.765929314,TRUE,2672,1,UE,womens
