id,train,rally,serve,hitpoint,previous.hitpoint,crosscourt,U-previous.hitpoint,F-previous.hitpoint,F-hitpoint,speed,previous.speed,speed.difference,net.clearance,previous.net.clearance,net.clearance.difference,distance.from.sideline,outside.sideline,true.distance.from.sideline,depth,outside.baseline,true.distance.from.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,opponent.depth,opponent.distance.from.center,same.side,player.distance.from.each.other,previous.distance.from.sideline,previous.depth,previous.time.to.net,server.is.impact.player,outcome,gender
7527,1,4,1,F,B,FALSE,FALSE,FALSE,TRUE,25.70325042,19.7938618,5.90938862,-0.22068587,0.806207717,-1.026893587,0.74308181,FALSE,0.74308181,8.927637046,FALSE,8.927637046,8.974961589,13.206,3.8478,13.3064,5.1266,7.6324,0.2742,FALSE,,0.85500116,2.412223609,0.399470183,FALSE,FE,mens
7051,1,4,2,F,B,FALSE,FALSE,FALSE,TRUE,33.9924309,23.76628367,10.22614723,-0.221574157,0.164359473,-0.38593363,0.442911662,TRUE,-0.442911662,6.099891924,FALSE,6.099891924,4.546140711,12.1152,2.7596,11.4392,1.736,6.1682,0.2288,TRUE,,2.163827453,6.015319837,0.282428704,FALSE,FE,mens
7136,1,8,1,B,B,TRUE,FALSE,FALSE,FALSE,24.01536586,23.22642569,0.78894017,-0.223441926,0.434967747,-0.658409673,2.681938627,FALSE,2.681938627,9.047420761,FALSE,9.047420761,5.31761046,11.4238,2.004,11.7898,3.301,12.458,0.0646,TRUE,,1.783082848,4.027294303,0.617829336,FALSE,FE,mens
4775,1,4,1,B,U,FALSE,TRUE,FALSE,FALSE,23.5997064,35.49385468,-11.89414828,-0.224761032,0.43333399,-0.658095022,3.127339776,FALSE,3.127339776,8.327427388,FALSE,8.327427388,1.193374778,13.5994,2.6394,12.6538,1.9114,12.3368,2.3368,FALSE,,1.141276323,3.822451164,0.407160676,FALSE,FE,mens
7575,1,6,2,V,F,FALSE,FALSE,TRUE,FALSE,11.5794177,9.487935978,2.091481722,-0.225311863,0.604456177,-0.82976804,3.52141005,FALSE,3.52141005,11.33306127,FALSE,11.33306127,12.4329872,4.4514,3.2314,15.1256,3.1436,5.0912,0.4036,FALSE,,1.143586554,9.672562655,0.727432171,FALSE,FE,mens
6448,1,8,1,B,F,FALSE,FALSE,TRUE,FALSE,20.82122219,33.92267115,-13.10144896,-0.2263317,0.154956712,-0.381288412,0.514669853,FALSE,0.514669853,9.668837013,FALSE,9.668837013,7.608281096,12.55468,7.7462,14.3202,0.3456,12.7456,1.0058,TRUE,,0.945306752,6.773158114,0.434546423,FALSE,FE,mens
4935,1,3,1,B,B,TRUE,FALSE,FALSE,FALSE,16.37388312,30.62360699,-14.24972387,-0.226765329,0.258672596,-0.485437925,1.887255095,FALSE,1.887255095,8.834010253,FALSE,8.834010253,2.602359929,7.8488,0.1756,10.1714,0.9982,11.266,4.3612,FALSE,,3.272792876,4.740268393,0.396965621,TRUE,FE,mens
5376,1,6,1,B,F,FALSE,FALSE,TRUE,FALSE,20.0578676,28.40358411,-8.34571651,-0.230856548,0.174713534,-0.405570082,1.56543835,FALSE,1.56543835,9.726059473,FALSE,9.726059473,6.955080402,13.7616,2.509,15.6272,4.1912,12.0792,0.535,TRUE,,1.703334321,5.590131026,0.475839839,FALSE,FE,mens
6947,1,7,2,F,B,FALSE,FALSE,FALSE,TRUE,39.13798749,32.44747156,6.69051593,-0.231454587,0.94205312,-1.173507707,3.326290386,FALSE,3.326290386,7.492651362,FALSE,7.492651362,1.517162312,13.7628,1.2094,13.3236,0.2428,13.0162,1.164,FALSE,,3.615603587,0.897064094,0.450574677,TRUE,FE,mens
3175,1,4,1,B,F,FALSE,FALSE,TRUE,FALSE,22.42311999,32.20525503,-9.78213504,-0.232034738,0.799050013,-1.031084751,2.305507584,FALSE,2.305507584,8.90149385,FALSE,8.90149385,6.119688731,13.8012,1.6074,12.7066,4.4136,12.3996,0.7762,FALSE,,1.920083927,2.414786868,0.430381953,FALSE,FE,mens
9083,1,15,1,B,V,FALSE,FALSE,FALSE,FALSE,14.41720166,39.38521087,-24.96800921,-0.239512023,0.796897364,-1.036409387,2.854850542,FALSE,2.854850542,9.51946582,FALSE,9.51946582,2.163303298,5.195,0.8982,6.501,0.8264,13.9186,0.7568,TRUE,,1.890999717,6.978322105,0.413361816,TRUE,FE,mens
7523,1,6,2,B,F,FALSE,FALSE,TRUE,FALSE,26.69034023,32.8984563,-6.20811607,-0.240611414,0.261210713,-0.501822127,1.913332805,FALSE,1.913332805,7.829865452,FALSE,7.829865452,1.653230752,14.0406,1.927,13.8272,0.2876,13.4244,2.24,TRUE,,0.75222534,4.307045919,0.473091465,FALSE,FE,mens
3135,1,5,1,F,B,FALSE,FALSE,FALSE,TRUE,33.1032124,27.79984307,5.30336933,-0.241687893,1.613560714,-1.855248607,3.181002276,FALSE,3.181002276,8.464889776,FALSE,8.464889776,3.538786849,13.9036,4.3494,13.423,0.8434,14.911,1.9906,FALSE,,1.488784183,0.201305554,0.629519684,TRUE,FE,mens
8406,1,7,2,B,V,FALSE,FALSE,FALSE,FALSE,14.58372468,34.27146464,-19.68773996,-0.242009471,0.089366048,-0.331375519,4.029766928,FALSE,4.029766928,7.682928515,FALSE,7.682928515,2.5133859,4.8618,1.0068,7.326,1.5016,15.0212,0.907,FALSE,,2.438942854,7.463122058,0.521861672,TRUE,FE,mens
7463,1,11,1,F,F,TRUE,FALSE,TRUE,TRUE,37.14465999,40.34245698,-3.19779699,-0.243439264,0.251931946,-0.49537121,1.405208347,TRUE,-1.405208347,6.416627668,FALSE,6.416627668,3.961463406,16.235,2.4422,14.9926,1.3194,11.6684,0.3066,TRUE,,1.10497401,3.58722729,0.324750413,TRUE,FE,mens
2478,1,3,2,F,F,TRUE,FALSE,TRUE,TRUE,28.72935838,19.3536012,9.37575718,-0.244835977,0.338700612,-0.583536589,3.006234649,FALSE,3.006234649,7.833595197,FALSE,7.833595197,4.467404168,8.02,4.527,10.61,0.887,12.7166,3.6262,FALSE,,0.811364802,9.172101983,0.872534179,TRUE,FE,mens
7384,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,28.92549493,40.13158636,-11.20609143,-0.247076208,0.430867774,-0.677943982,1.284632067,FALSE,1.284632067,7.869944418,FALSE,7.869944418,4.549259069,16.2204,1.2248,13.8052,2.6304,11.9662,5.2934,FALSE,,0.92063523,2.363294792,0.328877793,FALSE,FE,mens
8659,1,6,1,B,F,FALSE,FALSE,TRUE,FALSE,21.50698102,24.06986073,-2.56287971,-0.2471634,0.389016588,-0.636179988,1.137796364,FALSE,1.137796364,8.60304744,FALSE,8.60304744,10.59253784,12.402,1.2016,11.5016,9.3526,12.5418,2.875,FALSE,,1.500134229,6.656454621,0.592306266,FALSE,FE,mens
5800,1,9,1,F,F,TRUE,FALSE,TRUE,TRUE,25.54774862,36.58985119,-11.04210257,-0.250004216,0.984424349,-1.234428565,2.802474978,FALSE,2.802474978,8.786569466,FALSE,8.786569466,2.108576591,13.695,1.3222,12.608,0.4846,15.5124,2.201,FALSE,,1.252851627,1.185603572,0.469966686,TRUE,FE,mens
578,1,4,1,B,B,TRUE,FALSE,FALSE,FALSE,32.80468186,33.84497857,-1.04029671,-0.250609097,0.240283195,-0.490892292,1.196401537,FALSE,1.196401537,6.908251267,FALSE,6.908251267,0.636295529,13.046,2.8642,13.16,2.2382,7.8098,2.8968,FALSE,,2.048588144,3.289811975,0.255655566,FALSE,FE,mens
2438,1,5,2,U,B,FALSE,FALSE,FALSE,FALSE,36.01979972,23.18650849,12.83329123,-0.250966595,0.442957026,-0.693923621,1.805071739,FALSE,1.805071739,7.348480442,FALSE,7.348480442,4.658978575,13.495,2.0306,12.6144,2.5444,10.9274,4.154,FALSE,,1.369813708,1.605242767,0.544857668,TRUE,FE,mens
4486,1,7,2,B,B,TRUE,FALSE,FALSE,FALSE,24.78157308,36.21250142,-11.43092834,-0.252343984,0.240182715,-0.492526699,0.130480138,FALSE,0.130480138,8.381114304,FALSE,8.381114304,1.904262377,13.466,3.7228,13.4024,1.8196,9.063,3.0184,FALSE,,1.199777727,3.577021663,0.280671173,TRUE,FE,mens
1213,1,11,2,F,B,FALSE,FALSE,FALSE,TRUE,35.15708512,33.55219277,1.60489235,-0.253716227,0.425631323,-0.67934755,1.493089676,FALSE,1.493089676,7.407168636,FALSE,7.407168636,4.757420969,14.0922,2.246,13.1854,2.4242,13.3376,2.255,FALSE,,0.959154194,2.733674398,0.451972775,TRUE,FE,mens
7948,1,23,1,B,F,FALSE,FALSE,TRUE,FALSE,22.3166902,39.80662844,-17.48993824,-0.254046113,0.377732117,-0.63177823,3.533166304,FALSE,3.533166304,9.435748889,FALSE,9.435748889,3.903728131,15.3782,1.4336,13.6996,2.0908,13.862,1.6564,FALSE,,1.11525031,2.908891607,0.397537762,TRUE,FE,mens
541,1,23,2,V,F,FALSE,FALSE,TRUE,FALSE,38.00337399,33.58518187,4.41819212,-0.256884657,0.936652152,-1.193536809,0.157828525,FALSE,0.157828525,11.65234156,FALSE,11.65234156,5.809018678,13.8744,4.5206,12.955,1.2152,13.441,1.6664,TRUE,,0.060814976,3.475758216,0.499925186,TRUE,FE,mens
4166,1,7,1,U,F,FALSE,FALSE,TRUE,FALSE,36.25405154,35.08670685,1.16734469,-0.257139159,0.261489433,-0.518628592,1.995794866,FALSE,1.995794866,7.364004442,FALSE,7.364004442,1.497080172,14.9316,1.1432,15.1214,0.3418,9.6158,1.1374,TRUE,,1.885896737,4.179186034,0.296752535,TRUE,FE,mens
3201,1,8,1,F,B,FALSE,FALSE,FALSE,TRUE,33.6325079,34.36763977,-0.73513187,-0.261023281,0.603766609,-0.86478989,3.693086187,FALSE,3.693086187,8.378556998,FALSE,8.378556998,4.840070252,15.7664,2.3742,15.1766,2.4298,12.7904,2.9668,FALSE,,0.594065146,2.149114157,0.421036665,FALSE,FE,mens
2527,1,4,1,F,F,TRUE,FALSE,TRUE,TRUE,21.65423673,32.79399108,-11.13975435,-0.263124754,0.204214776,-0.46733953,2.421702994,FALSE,2.421702994,9.219731271,FALSE,9.219731271,3.317711772,14.0252,2.832,13.3288,6.0758,12.2188,3.1416,FALSE,,2.822565885,6.186505825,0.446402881,FALSE,FE,mens
1095,1,7,2,F,F,TRUE,FALSE,TRUE,TRUE,18.48283389,42.46217039,-23.9793365,-0.263818756,0.383190835,-0.647009591,2.063514422,FALSE,2.063514422,10.72229115,FALSE,10.72229115,0.375276378,15.4576,2.187,15.652,1.866,11.958,0.341,TRUE,,1.748169001,2.681609902,0.30839225,TRUE,FE,mens
7510,1,12,1,B,F,FALSE,FALSE,TRUE,FALSE,36.83391776,28.90977841,7.92413935,-0.264626569,0.479085144,-0.743711713,4.090270622,FALSE,4.090270622,8.06048445,FALSE,8.06048445,6.94317038,13.7762,2.5662,14.3598,4.3524,13.601,1.659,TRUE,,2.46843325,6.401519274,0.574141917,FALSE,FE,mens
1814,1,4,1,F,F,TRUE,FALSE,TRUE,TRUE,23.98208606,36.74022244,-12.75813638,-0.26684229,0.834852017,-1.101694307,2.762196825,FALSE,2.762196825,9.815213938,FALSE,9.815213938,4.117068846,11.44,1.93,12.2908,2.0982,10.4778,0.0204,TRUE,,0.525509386,1.470023844,0.386233644,FALSE,FE,mens
4678,1,11,2,B,F,FALSE,FALSE,TRUE,FALSE,25.51964329,37.94705727,-12.42741398,-0.272196873,0.65581484,-0.928011713,1.418637457,FALSE,1.418637457,10.01379594,FALSE,10.01379594,5.190861851,14.3344,2.703,13.807,2.461,13.7884,0.455,TRUE,,1.220954304,3.536508628,0.43199953,TRUE,FE,mens
5399,1,6,1,B,F,FALSE,FALSE,TRUE,FALSE,28.55824873,44.35658175,-15.79833302,-0.272255635,0.45010893,-0.722364565,0.315907787,FALSE,0.315907787,8.677228346,FALSE,8.677228346,0.427863576,16.9184,0.6938,16.8554,0.2706,9.7664,1.7722,FALSE,,3.738399096,3.013809276,0.22053675,FALSE,FE,mens
7092,1,14,2,B,F,FALSE,FALSE,TRUE,FALSE,34.53106783,40.72844232,-6.19737449,-0.272877372,0.406621008,-0.67949838,2.084563498,FALSE,2.084563498,7.78241225,FALSE,7.78241225,4.398377069,16.2572,3.6976,15.5602,0.6452,10.955,0.9472,TRUE,,0.769925749,3.493901399,0.302145844,FALSE,FE,mens
3364,1,4,1,B,B,TRUE,FALSE,FALSE,FALSE,35.45343682,37.14209813,-1.68866131,-0.274175452,0.17101578,-0.445191232,2.418327882,FALSE,2.418327882,6.17211079,FALSE,6.17211079,3.610091855,13.6598,3.4504,15.269,0.2188,11.9472,3.3774,FALSE,,1.937631919,5.622200988,0.37836599,FALSE,FE,mens
2806,1,6,1,F,V,FALSE,FALSE,FALSE,TRUE,14.28587189,28.54322343,-14.25735154,-0.275302454,0.774396485,-1.049698939,1.284020969,FALSE,1.284020969,10.08259378,FALSE,10.08259378,3.394244788,4.5888,0.5942,4.471,2.798,11.3478,1.1546,FALSE,,1.610046945,6.924283371,0.450740813,FALSE,FE,mens
1631,1,5,1,U,F,FALSE,FALSE,TRUE,FALSE,24.81641473,31.914006,-7.09759127,-0.276176933,1.300374442,-1.576551375,2.532475925,FALSE,2.532475925,10.01242005,FALSE,10.01242005,3.952127215,15.777,3.228,14.0636,0.3334,13.4812,1.1228,FALSE,,0.946786422,2.632161482,0.494423354,TRUE,FE,mens
2329,1,4,1,F,B,FALSE,FALSE,FALSE,TRUE,27.55021463,20.65112907,6.89908556,-0.278190844,0.314631192,-0.592822036,1.956204121,FALSE,1.956204121,9.18703141,FALSE,9.18703141,4.573317535,12.6554,1.0888,12.5866,3.484,7.4094,0.268,TRUE,,2.317011984,2.792909301,0.360962517,FALSE,FE,mens
8518,1,3,1,B,B,TRUE,FALSE,FALSE,FALSE,22.87579682,28.73912014,-5.86332332,-0.278752969,1.090986442,-1.369739411,2.831928381,FALSE,2.831928381,9.438294763,FALSE,9.438294763,3.650741393,12.6152,1.9992,10.3786,0.8862,13.1702,3.0582,FALSE,,1.3307564,1.615327525,0.531211371,TRUE,FE,mens
6424,1,3,2,F,B,FALSE,FALSE,FALSE,TRUE,29.90238329,34.65183443,-4.74945114,-0.278890825,0.593836759,-0.872727584,2.958151523,FALSE,2.958151523,7.739286676,FALSE,7.739286676,1.02963444,11.6116,1.6444,11.2504,0.6802,10.712,4.0246,FALSE,,1.62800974,0.782411248,0.351484583,TRUE,FE,mens
6044,1,11,2,B,B,TRUE,FALSE,FALSE,FALSE,24.92485283,37.13662709,-12.21177426,-0.279063259,0.653201345,-0.932264604,3.801389102,FALSE,3.801389102,9.594360362,FALSE,9.594360362,1.693953211,13.7306,3.0978,13.9298,1.4156,12.733,2.9104,FALSE,,0.673440831,1.297500884,0.401537632,TRUE,FE,mens
7265,1,8,1,F,F,TRUE,FALSE,TRUE,TRUE,34.31449512,36.68972267,-2.37522755,-0.279997378,0.249438569,-0.529435947,3.961213843,FALSE,3.961213843,9.213322899,FALSE,9.213322899,3.557369753,14.936,3.5276,15.01,0.029,13.3852,0.0042,TRUE,,1.065898638,4.565085383,0.42936863,FALSE,FE,mens
2310,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,17.70973363,38.4900767,-20.78034307,-0.281168912,0.140467548,-0.42163646,3.102665249,FALSE,3.102665249,10.1965381,FALSE,10.1965381,5.45445609,13.612,2.6132,12.3952,2.7038,13.8708,3.093,FALSE,,0.745541112,4.909737914,0.42156323,FALSE,FE,mens
7731,1,5,2,U,V,FALSE,FALSE,FALSE,FALSE,16.14276951,21.91055898,-5.76778947,-0.28402782,2.475546106,-2.759573926,1.052394881,FALSE,1.052394881,10.64705826,FALSE,10.64705826,2.769768294,5.5266,2.6802,3.9712,0.3884,13.2826,1.343,TRUE,,1.637583935,2.86570885,0.864497549,TRUE,FE,mens
8356,1,13,1,B,V,FALSE,FALSE,FALSE,FALSE,18.65906906,36.58550857,-17.92643951,-0.288598158,0.489996947,-0.778595105,1.688019365,FALSE,1.688019365,8.51313387,FALSE,8.51313387,2.337592616,4.3214,0.3424,4.5804,1.9808,12.654,0.8274,TRUE,,2.828211557,7.802348105,0.392715269,TRUE,FE,mens
8329,1,5,1,F,B,FALSE,FALSE,FALSE,TRUE,10.77011971,30.7415504,-19.97143069,-0.290238846,0.103678683,-0.393917529,2.760331548,FALSE,2.760331548,9.859181046,FALSE,9.859181046,3.293248002,5.0698,0.7308,7.5034,1.488,16.3704,3.0136,TRUE,,2.773998349,7.827726834,0.668010724,TRUE,FE,mens
7714,1,4,1,B,F,FALSE,FALSE,TRUE,FALSE,42.22997908,27.87908155,14.35089753,-0.293748419,0.662135918,-0.955884337,2.136852109,FALSE,2.136852109,7.288623786,FALSE,7.288623786,2.518390121,14.833,2.5664,14.3498,0.0948,9.753,0.916,FALSE,,1.235551292,3.752892847,0.394202512,FALSE,FE,mens
3633,1,3,2,F,F,TRUE,FALSE,TRUE,TRUE,24.40622316,29.23863913,-4.83241597,-0.294109487,0.180375441,-0.474484928,1.333208593,FALSE,1.333208593,7.399088144,FALSE,7.399088144,2.892862451,12.2636,3.6506,11.4796,0.866,11.0576,3.483,FALSE,,2.09279242,6.888745994,0.446238535,TRUE,FE,mens
6370,1,5,2,F,V,FALSE,FALSE,FALSE,TRUE,9.868979791,27.56342493,-17.69444514,-0.300558349,0.287700919,-0.588259268,3.036037387,FALSE,3.036037387,10.64875854,FALSE,10.64875854,3.926170475,4.8224,1.6178,8.4182,0.0414,10.6334,2.208,TRUE,,1.507462775,7.353675148,0.68145907,TRUE,FE,mens
8424,1,12,1,F,B,FALSE,FALSE,FALSE,TRUE,37.08378738,32.48842454,4.59536284,-0.301742224,0.204067928,-0.505810152,0.896885781,FALSE,0.896885781,7.747875057,FALSE,7.747875057,3.825960543,13.0386,3.945,13.2294,0.1238,13.5772,1.417,FALSE,,1.208201005,6.387666937,0.494733751,FALSE,FE,mens
3414,1,5,2,B,F,FALSE,FALSE,TRUE,FALSE,28.62642819,40.10583215,-11.47940396,-0.304551503,0.517127858,-0.821679361,0.134287854,TRUE,-0.134287854,7.972102371,FALSE,7.972102371,2.222758574,14.2528,2.7884,13.9556,0.5856,12.5718,1.7908,FALSE,,0.984866105,1.487998531,0.362569495,TRUE,FE,mens
8598,1,7,2,B,B,TRUE,FALSE,FALSE,FALSE,26.81606476,34.69955467,-7.88348991,-0.305632156,0.511269682,-0.816901838,0.162047553,FALSE,0.162047553,8.090623535,FALSE,8.090623535,5.815948968,14.1754,3.5514,14.291,2.2634,13.2656,1.113,TRUE,,1.009840877,3.773402872,0.43875688,TRUE,FE,mens
4873,1,8,1,U,V,FALSE,FALSE,FALSE,FALSE,24.92593278,18.10967462,6.81625816,-0.309676018,3.084786994,-3.394463012,1.080330841,FALSE,1.080330841,10.6038943,FALSE,10.6038943,1.915113918,5.3226,1.133,3.418,0.9326,12.293,0.1088,FALSE,,4.073367196,4.958882752,1.009462265,FALSE,FE,mens
1296,1,11,2,F,F,TRUE,FALSE,TRUE,TRUE,22.29073474,38.60676658,-16.31603184,-0.309992311,0.419090476,-0.729082787,1.861586668,FALSE,1.861586668,9.441176722,FALSE,9.441176722,3.831385112,15.6138,2.7852,15.407,1.0406,12.263,0.0124,TRUE,,0.866486806,1.689003496,0.351907359,TRUE,FE,mens
3437,1,16,2,B,B,TRUE,FALSE,FALSE,FALSE,17.25078826,14.97421674,2.27657152,-0.310774986,0.41965816,-0.730433146,3.393944505,FALSE,3.393944505,10.35155206,FALSE,10.35155206,1.542103758,5.7436,2.4002,6.2784,0.9538,6.8634,3.0786,FALSE,,1.18441728,6.522027248,0.520209341,FALSE,FE,mens
6512,1,8,1,B,F,FALSE,FALSE,TRUE,FALSE,31.7058315,35.5221959,-3.8163644,-0.311085156,0.724190938,-1.035276094,2.70670248,FALSE,2.70670248,8.762600834,FALSE,8.762600834,4.135039681,13.8426,3.9382,13.4856,0.1814,12.8792,0.2164,TRUE,,0.586768219,3.197605953,0.421357496,FALSE,FE,mens
5668,1,4,1,F,F,TRUE,FALSE,TRUE,TRUE,39.67712522,32.16276684,7.51435838,-0.313819576,0.328701369,-0.642520945,3.687933402,FALSE,3.687933402,7.789066522,FALSE,7.789066522,5.063743189,14.8076,2.9196,13.2958,1.9132,9.7262,2.6718,FALSE,,0.449859044,2.549763725,0.327699119,FALSE,FE,mens
9141,1,6,1,F,F,TRUE,FALSE,TRUE,TRUE,34.27588933,35.19484226,-0.91895293,-0.317217574,0.771286877,-1.088504451,0.860908871,FALSE,0.860908871,9.747457784,FALSE,9.747457784,4.654704824,15.1298,2.8438,14.2796,1.7326,12.6016,1.7636,FALSE,,0.336671708,2.511412827,0.416739688,FALSE,FE,mens
8271,1,7,1,V,F,FALSE,FALSE,TRUE,FALSE,34.37511859,31.37197272,3.00314587,-0.317948751,0.449493215,-0.767441966,0.076845482,FALSE,0.076845482,11.6800974,FALSE,11.6800974,2.439255788,15.1958,3.6728,15.4646,1.2484,8.2032,0.856,TRUE,,1.590066211,5.162632983,0.278883802,TRUE,FE,mens
5366,1,4,2,F,B,FALSE,FALSE,FALSE,TRUE,24.0803538,33.28123941,-9.20088561,-0.321630655,0.206340262,-0.527970917,0.197569199,FALSE,0.197569199,9.61386588,FALSE,9.61386588,4.745255116,12.896,2.2392,11.8406,2.3872,13.0522,0.0412,FALSE,,1.503374917,4.620325047,0.451509616,FALSE,FE,mens
1555,1,3,1,F,B,FALSE,FALSE,FALSE,TRUE,35.77111522,33.66377914,2.10733608,-0.322394376,0.360672832,-0.683067208,1.195693876,FALSE,1.195693876,7.821749427,FALSE,7.821749427,3.975264479,12.1172,4.2222,11.006,0.4054,13.5388,5.4012,FALSE,,1.176391977,5.495892088,0.506103788,TRUE,FE,mens
5470,1,6,1,F,F,TRUE,FALSE,TRUE,TRUE,32.160653,36.76718606,-4.60653306,-0.322431489,0.65407723,-0.976508719,0.467723995,TRUE,-0.467723995,8.496353322,FALSE,8.496353322,6.288903307,15.7652,2.1158,14.0796,3.943,12.4766,3.272,FALSE,,0.982265086,1.952091156,0.3906888,FALSE,FE,mens
502,1,6,1,B,B,TRUE,FALSE,FALSE,FALSE,32.67461832,33.19175092,-0.5171326,-0.323682371,0.218277274,-0.541959645,2.222833403,FALSE,2.222833403,8.033968232,FALSE,8.033968232,6.640451051,15.3634,3.1578,16.1424,3.4368,10.9292,2.0776,TRUE,,1.935988336,4.280271683,0.367666062,FALSE,FE,mens
1655,1,4,1,B,F,FALSE,FALSE,TRUE,FALSE,21.55379545,34.76577258,-13.21197713,-0.325836392,0.703609971,-1.029446363,2.811354584,FALSE,2.811354584,9.661140874,FALSE,9.661140874,2.97514204,15.3668,2.115,14.1718,0.6096,11.1794,1.3058,FALSE,,0.830762446,2.011087114,0.372171246,FALSE,FE,mens
7684,1,4,1,F,F,TRUE,FALSE,TRUE,TRUE,41.80117028,38.34938873,3.45178155,-0.326537006,0.46452749,-0.791064496,1.902664464,FALSE,1.902664464,7.781299611,FALSE,7.781299611,4.769122758,15.6316,3.2824,13.7724,1.1094,12.715,2.1446,TRUE,,0.837791657,3.270576472,0.380791444,FALSE,FE,mens
1784,1,7,2,B,F,FALSE,FALSE,TRUE,FALSE,35.07254833,37.32974906,-2.25720073,-0.326966255,0.367536579,-0.694502834,0.77408625,FALSE,0.77408625,7.579106481,FALSE,7.579106481,2.548602543,12.9554,3.2318,12.9518,0.6832,14.696,1.9038,FALSE,,1.066151175,4.502698635,0.476537816,TRUE,FE,mens
8259,1,7,2,F,B,FALSE,FALSE,FALSE,TRUE,29.27563788,22.82589081,6.44974707,-0.328634711,0.284080995,-0.612715706,2.203218938,TRUE,-2.203218938,8.087389197,FALSE,8.087389197,7.15025359,13.07,3.4086,14.0024,3.6806,7.8516,0.9008,FALSE,,0.720974792,2.911580436,0.345255358,TRUE,FE,mens
1287,1,14,2,F,F,TRUE,FALSE,TRUE,TRUE,31.39722395,35.60868414,-4.21146019,-0.331493757,0.442461604,-0.773955361,3.932017658,FALSE,3.932017658,9.396648346,FALSE,9.396648346,5.761219333,15.4148,3.4814,16.573,2.1622,13.5912,0.402,FALSE,,1.190918501,5.316473623,0.445427898,FALSE,FE,mens
851,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,31.61707544,21.41039169,10.20668375,-0.333175628,0.409652619,-0.742828247,2.363618145,FALSE,2.363618145,9.202078094,FALSE,9.202078094,5.856383638,13.3202,1.8016,11.9276,3.8868,7.2074,0.5034,FALSE,,1.910220955,2.16970902,0.340653609,FALSE,FE,mens
3382,1,5,2,F,V,FALSE,FALSE,FALSE,TRUE,11.58456642,35.82672216,-24.24215574,-0.334462099,0.478085064,-0.812547163,4.028173551,FALSE,4.028173551,10.68427148,FALSE,10.68427148,3.275893869,5.9866,1.704,8.3086,0.6068,15.4594,3.289,FALSE,,0.965901478,5.467806463,0.523859346,TRUE,FE,mens
5600,1,4,2,F,F,TRUE,FALSE,TRUE,TRUE,28.35420347,21.57590814,6.77829533,-0.336537079,0.270226735,-0.606763814,0.652844508,FALSE,0.652844508,9.040607537,FALSE,9.040607537,5.507733073,12.2208,1.1802,11.7122,4.304,7.5286,0.0218,FALSE,,2.392458297,3.0367987,0.373082536,FALSE,FE,mens
4215,1,4,2,U,F,FALSE,FALSE,TRUE,FALSE,22.47724415,40.06670859,-17.58946444,-0.336546231,0.490440586,-0.826986817,0.149881242,FALSE,0.149881242,9.196196081,FALSE,9.196196081,1.192585628,15.0824,3.7138,15.7056,2.697,13.4076,3.1946,FALSE,,0.955559489,3.856990334,0.397300742,FALSE,FE,mens
2186,1,3,2,F,U,FALSE,TRUE,FALSE,TRUE,25.98704387,39.07767662,-13.09063275,-0.337753737,1.199829859,-1.537583596,0.80110303,FALSE,0.80110303,8.52613755,FALSE,8.52613755,0.931378183,12.7448,0.8406,11.8434,0.6062,15.7174,4.807,FALSE,,2.893052139,0.602045003,0.499087631,TRUE,FE,mens
4362,1,3,2,B,B,TRUE,FALSE,FALSE,FALSE,24.294993,32.24915338,-7.95416038,-0.338802912,0.590882623,-0.929685535,2.141047714,FALSE,2.141047714,9.57947164,FALSE,9.57947164,2.605467851,12.9636,1.0834,11.1572,0.7942,10.7432,3.565,FALSE,,1.913491274,2.329085503,0.353442811,TRUE,FE,mens
6967,1,8,2,F,B,FALSE,FALSE,FALSE,TRUE,35.41084541,38.78439082,-3.37354541,-0.339156417,0.276965001,-0.616121418,1.905456602,FALSE,1.905456602,8.476211146,FALSE,8.476211146,3.501072761,14.3958,0.7316,14.5376,2.7666,13.6608,3.0514,FALSE,,2.222574221,1.87754085,0.39712905,FALSE,FE,mens
6,1,9,1,B,V,FALSE,FALSE,FALSE,FALSE,14.9899457,34.95480314,-19.96485744,-0.34282383,0.275212058,-0.618035888,3.343480296,FALSE,3.343480296,9.709036947,FALSE,9.709036947,2.521279072,4.9616,1.572,6.2116,0.6176,13.5824,2.7728,FALSE,,1.045011171,7.095906836,0.464536851,TRUE,FE,mens
3060,1,8,2,B,B,TRUE,FALSE,FALSE,FALSE,33.17161559,30.71466367,2.45695192,-0.343052821,1.360881634,-1.703934455,2.953347227,FALSE,2.953347227,9.030252322,FALSE,9.030252322,1.943782869,15.1164,2.2228,14.0844,0.5756,13.8614,1.378,FALSE,,1.79680693,0.116371919,0.532042854,FALSE,FE,mens
8628,1,3,2,B,B,TRUE,FALSE,FALSE,FALSE,30.49345862,34.91247558,-4.41901696,-0.346673137,0.340278955,-0.686952092,2.664438643,FALSE,2.664438643,8.8025455,FALSE,8.8025455,2.948598372,13.2856,2.0264,11.7786,0.508,12.0774,3.301,FALSE,,1.489067484,4.355394368,0.383674672,TRUE,FE,mens
